,VarName,Value
0,CFD_roo.AFlo,1.0
1,CFD_roo.RoomMeanT,283.1499938964844
2,CFD_roo.Room_MeanT,283.1499938964844
3,CFD_roo.T_start,283.1499938964844
4,CFD_roo.V,1.0
5,CFD_roo.X_start[1],0.009999999776482582
6,CFD_roo.X_start[2],0.9900000095367432
7,CFD_roo.air.QCon_flow,0.0
8,CFD_roo.air.QLat_flow,0.0
9,CFD_roo.air.T_start,283.1499938964844
10,CFD_roo.air.V,1.0
11,CFD_roo.air.X_start[1],0.009999999776482582
12,CFD_roo.air.X_start[2],0.9900000095367432
13,CFD_roo.air.conMod,2.0
14,CFD_roo.air.conSurBou[1].Q_flow,-52.05921936035156
15,CFD_roo.air.conSurBou[1].T,283.1499938964844
16,CFD_roo.air.conSurBou[2].Q_flow,-52.05921936035156
17,CFD_roo.air.conSurBou[2].T,283.1499938964844
18,CFD_roo.air.conSurBou[3].Q_flow,-57.84357452392578
19,CFD_roo.air.conSurBou[3].T,283.1499938964844
20,CFD_roo.air.conSurBou[4].Q_flow,-57.84357452392578
21,CFD_roo.air.conSurBou[4].T,283.1499938964844
22,CFD_roo.air.conSurBou[5].Q_flow,-67.18753814697266
23,CFD_roo.air.conSurBou[5].T,283.1499938964844
24,CFD_roo.air.conSurBou[6].Q_flow,5.876320838928223
25,CFD_roo.air.conSurBou[6].T,303.1499938964844
26,CFD_roo.air.convSurBou[1].A,0.8999999761581421
27,CFD_roo.air.convSurBou[1].Q_flow,-52.05921936035156
28,CFD_roo.air.convSurBou[1].conMod,2.0
29,CFD_roo.air.convSurBou[1].dT,-17.229185104370117
30,CFD_roo.air.convSurBou[1].fluid.Q_flow,52.05921936035156
31,CFD_roo.air.convSurBou[1].fluid.T,300.3791809082031
32,CFD_roo.air.convSurBou[1].hFixed,3.0
33,CFD_roo.air.convSurBou[1].q_flow,-57.84357452392578
34,CFD_roo.air.convSurBou[1].solid.Q_flow,-52.05921936035156
35,CFD_roo.air.convSurBou[1].solid.T,283.1499938964844
36,CFD_roo.air.convSurBou[1].til,1.5707963705062866
37,CFD_roo.air.convSurBou[2].A,0.8999999761581421
38,CFD_roo.air.convSurBou[2].Q_flow,-52.05921936035156
39,CFD_roo.air.convSurBou[2].conMod,2.0
40,CFD_roo.air.convSurBou[2].dT,-17.229185104370117
41,CFD_roo.air.convSurBou[2].fluid.Q_flow,52.05921936035156
42,CFD_roo.air.convSurBou[2].fluid.T,300.3791809082031
43,CFD_roo.air.convSurBou[2].hFixed,3.0
44,CFD_roo.air.convSurBou[2].q_flow,-57.84357452392578
45,CFD_roo.air.convSurBou[2].solid.Q_flow,-52.05921936035156
46,CFD_roo.air.convSurBou[2].solid.T,283.1499938964844
47,CFD_roo.air.convSurBou[2].til,1.5707963705062866
48,CFD_roo.air.convSurBou[3].A,1.0
49,CFD_roo.air.convSurBou[3].Q_flow,-57.84357452392578
50,CFD_roo.air.convSurBou[3].conMod,2.0
51,CFD_roo.air.convSurBou[3].dT,-17.229185104370117
52,CFD_roo.air.convSurBou[3].fluid.Q_flow,57.84357452392578
53,CFD_roo.air.convSurBou[3].fluid.T,300.3791809082031
54,CFD_roo.air.convSurBou[3].hFixed,3.0
55,CFD_roo.air.convSurBou[3].q_flow,-57.84357452392578
56,CFD_roo.air.convSurBou[3].solid.Q_flow,-57.84357452392578
57,CFD_roo.air.convSurBou[3].solid.T,283.1499938964844
58,CFD_roo.air.convSurBou[3].til,1.5707963705062866
59,CFD_roo.air.convSurBou[4].A,1.0
60,CFD_roo.air.convSurBou[4].Q_flow,-57.84357452392578
61,CFD_roo.air.convSurBou[4].conMod,2.0
62,CFD_roo.air.convSurBou[4].dT,-17.229185104370117
63,CFD_roo.air.convSurBou[4].fluid.Q_flow,57.84357452392578
64,CFD_roo.air.convSurBou[4].fluid.T,300.3791809082031
65,CFD_roo.air.convSurBou[4].hFixed,3.0
66,CFD_roo.air.convSurBou[4].q_flow,-57.84357452392578
67,CFD_roo.air.convSurBou[4].solid.Q_flow,-57.84357452392578
68,CFD_roo.air.convSurBou[4].solid.T,283.1499938964844
69,CFD_roo.air.convSurBou[4].til,1.5707963705062866
70,CFD_roo.air.convSurBou[5].A,1.0
71,CFD_roo.air.convSurBou[5].Q_flow,-67.18753814697266
72,CFD_roo.air.convSurBou[5].conMod,2.0
73,CFD_roo.air.convSurBou[5].dT,-17.229185104370117
74,CFD_roo.air.convSurBou[5].fluid.Q_flow,67.18753814697266
75,CFD_roo.air.convSurBou[5].fluid.T,300.3791809082031
76,CFD_roo.air.convSurBou[5].hFixed,3.0
77,CFD_roo.air.convSurBou[5].q_flow,-67.18753814697266
78,CFD_roo.air.convSurBou[5].solid.Q_flow,-67.18753814697266
79,CFD_roo.air.convSurBou[5].solid.T,283.1499938964844
80,CFD_roo.air.convSurBou[5].til,0.0
81,CFD_roo.air.convSurBou[6].A,1.0
82,CFD_roo.air.convSurBou[6].Q_flow,5.876320838928223
83,CFD_roo.air.convSurBou[6].conMod,2.0
84,CFD_roo.air.convSurBou[6].dT,2.7708146572113037
85,CFD_roo.air.convSurBou[6].fluid.Q_flow,-5.876320838928223
86,CFD_roo.air.convSurBou[6].fluid.T,300.3791809082031
87,CFD_roo.air.convSurBou[6].hFixed,3.0
88,CFD_roo.air.convSurBou[6].q_flow,5.876320838928223
89,CFD_roo.air.convSurBou[6].solid.Q_flow,5.876320838928223
90,CFD_roo.air.convSurBou[6].solid.T,303.1499938964844
91,CFD_roo.air.convSurBou[6].til,3.1415927410125732
92,CFD_roo.air.energyDynamics,1.0
93,CFD_roo.air.hFixed,3.0
94,CFD_roo.air.haveShade,0.0
95,CFD_roo.air.heaPorAir.Q_flow,0.0
96,CFD_roo.air.heaPorAir.T,300.3791809082031
97,CFD_roo.air.mSenFac,1.0
98,CFD_roo.air.m_flow_nominal,0.00033333332976326346
99,CFD_roo.air.massDynamics,1.0
100,CFD_roo.air.nConBou,0.0
101,CFD_roo.air.nConExt,0.0
102,CFD_roo.air.nConExtWin,0.0
103,CFD_roo.air.nConPar,0.0
104,CFD_roo.air.nPorts,2.0
105,CFD_roo.air.nSurBou,6.0
106,CFD_roo.air.p_start,101325.0
107,CFD_roo.air.ports[1].Xi_outflow[1],0.009999999776482582
108,CFD_roo.air.ports[1].h_outflow,52635.2421875
109,CFD_roo.air.ports[1].m_flow,0.10000000149011612
110,CFD_roo.air.ports[1].p,101325.0
111,CFD_roo.air.ports[2].Xi_outflow[1],0.009999999776482582
112,CFD_roo.air.ports[2].h_outflow,52635.2421875
113,CFD_roo.air.ports[2].m_flow,-0.10000000149011612
114,CFD_roo.air.ports[2].p,101325.0
115,CFD_roo.air.substanceDynamics,1.0
116,CFD_roo.air.traceDynamics,1.0
117,CFD_roo.air.use_C_flow,0.0
118,CFD_roo.air.vol.T,300.3791809082031
119,CFD_roo.air.vol.T_start,283.1499938964844
120,CFD_roo.air.vol.U,-38162.70703125
121,CFD_roo.air.vol.V,1.0
122,CFD_roo.air.vol.X_start[1],0.009999999776482582
123,CFD_roo.air.vol.X_start[2],0.9900000095367432
124,CFD_roo.air.vol.X_w,0.009999999776482582
125,CFD_roo.air.vol.Xi[1],0.009999999776482582
126,CFD_roo.air.vol.allowFlowReversal,1.0
127,CFD_roo.air.vol.energyDynamics,1.0
128,CFD_roo.air.vol.heatPort.Q_flow,-281.1168212890625
129,CFD_roo.air.vol.heatPort.T,300.3791809082031
130,CFD_roo.air.vol.m,1.2000000476837158
131,CFD_roo.air.vol.mSenFac,1.0
132,CFD_roo.air.vol.mWat_flow,0.0
133,CFD_roo.air.vol.mXi[1],0.012000000104308128
134,CFD_roo.air.vol.m_flow_nominal,0.00033333332976326346
135,CFD_roo.air.vol.m_flow_small,3.333333253863202e-08
136,CFD_roo.air.vol.massDynamics,1.0
137,CFD_roo.air.vol.nPorts,2.0
138,CFD_roo.air.vol.p,101325.0
139,CFD_roo.air.vol.p_start,101325.0
140,CFD_roo.air.vol.ports[1].Xi_outflow[1],0.009999999776482582
141,CFD_roo.air.vol.ports[1].h_outflow,52635.2421875
142,CFD_roo.air.vol.ports[1].m_flow,0.10000000149011612
143,CFD_roo.air.vol.ports[1].p,101325.0
144,CFD_roo.air.vol.ports[2].Xi_outflow[1],0.009999999776482582
145,CFD_roo.air.vol.ports[2].h_outflow,52635.2421875
146,CFD_roo.air.vol.ports[2].m_flow,-0.10000000149011612
147,CFD_roo.air.vol.ports[2].p,101325.0
148,CFD_roo.air.vol.prescribedHeatFlowRate,1.0
149,CFD_roo.air.vol.simplify_mWat_flow,1.0
150,CFD_roo.air.vol.substanceDynamics,1.0
151,CFD_roo.air.vol.traceDynamics,1.0
152,CFD_roo.air.vol.use_C_flow,0.0
153,CFD_roo.energyDynamics,1.0
154,CFD_roo.extConMod,2.0
155,CFD_roo.hExtFixed,10.0
156,CFD_roo.hIntFixed,3.0
157,CFD_roo.hRoo,1.0
158,CFD_roo.heaPorAir.Q_flow,0.0
159,CFD_roo.heaPorAir.T,300.3791809082031
160,CFD_roo.heaPorRad.Q_flow,0.0
161,CFD_roo.heaPorRad.T,286.5982666015625
162,CFD_roo.intConMod,2.0
163,CFD_roo.irRadExc.JOutConExtWin[1],0.0
164,CFD_roo.irRadExc.conBou[1].Q_flow,0.0
165,CFD_roo.irRadExc.conBou[1].T,293.1499938964844
166,CFD_roo.irRadExc.conExtWinFra[1].Q_flow,0.0
167,CFD_roo.irRadExc.conExtWinFra[1].T,293.1499938964844
168,CFD_roo.irRadExc.conExtWin[1].Q_flow,0.0
169,CFD_roo.irRadExc.conExtWin[1].T,293.1499938964844
170,CFD_roo.irRadExc.conExt[1].Q_flow,0.0
171,CFD_roo.irRadExc.conExt[1].T,293.1499938964844
172,CFD_roo.irRadExc.conPar_a[1].Q_flow,0.0
173,CFD_roo.irRadExc.conPar_a[1].T,293.1499938964844
174,CFD_roo.irRadExc.conPar_b[1].Q_flow,0.0
175,CFD_roo.irRadExc.conPar_b[1].T,293.1499938964844
176,CFD_roo.irRadExc.conSurBou[1].Q_flow,-0.00017733128333929926
177,CFD_roo.irRadExc.conSurBou[1].T,283.1499938964844
178,CFD_roo.irRadExc.conSurBou[2].Q_flow,-0.00017733128333929926
179,CFD_roo.irRadExc.conSurBou[2].T,283.1499938964844
180,CFD_roo.irRadExc.conSurBou[3].Q_flow,-0.00019703476573340595
181,CFD_roo.irRadExc.conSurBou[3].T,283.1499938964844
182,CFD_roo.irRadExc.conSurBou[4].Q_flow,-0.00019703476573340595
183,CFD_roo.irRadExc.conSurBou[4].T,283.1499938964844
184,CFD_roo.irRadExc.conSurBou[5].Q_flow,-0.00019703476573340595
185,CFD_roo.irRadExc.conSurBou[5].T,283.1499938964844
186,CFD_roo.irRadExc.conSurBou[6].Q_flow,0.0009457668638788164
187,CFD_roo.irRadExc.conSurBou[6].T,303.1499938964844
188,CFD_roo.irRadExc.linearizeRadiation,1.0
189,CFD_roo.irRadExc.nConBou,0.0
190,CFD_roo.irRadExc.nConExt,0.0
191,CFD_roo.irRadExc.nConExtWin,0.0
192,CFD_roo.irRadExc.nConPar,0.0
193,CFD_roo.irRadExc.nSurBou,6.0
194,CFD_roo.irRadExc.sampleModel,0.0
195,CFD_roo.irRadGai.JOutConExtWin[1],0.0
196,CFD_roo.irRadGai.Q_flow,0.0
197,CFD_roo.irRadGai.conBou[1].Q_flow,0.0
198,CFD_roo.irRadGai.conBou[1].T,293.1499938964844
199,CFD_roo.irRadGai.conExtWinFra[1].Q_flow,0.0
200,CFD_roo.irRadGai.conExtWinFra[1].T,293.1499938964844
201,CFD_roo.irRadGai.conExtWin[1].Q_flow,0.0
202,CFD_roo.irRadGai.conExtWin[1].T,293.1499938964844
203,CFD_roo.irRadGai.conExt[1].Q_flow,0.0
204,CFD_roo.irRadGai.conExt[1].T,293.1499938964844
205,CFD_roo.irRadGai.conPar_a[1].Q_flow,0.0
206,CFD_roo.irRadGai.conPar_a[1].T,293.1499938964844
207,CFD_roo.irRadGai.conPar_b[1].Q_flow,0.0
208,CFD_roo.irRadGai.conPar_b[1].T,293.1499938964844
209,CFD_roo.irRadGai.conSurBou[1].Q_flow,-0.0
210,CFD_roo.irRadGai.conSurBou[1].T,283.1499938964844
211,CFD_roo.irRadGai.conSurBou[2].Q_flow,-0.0
212,CFD_roo.irRadGai.conSurBou[2].T,283.1499938964844
213,CFD_roo.irRadGai.conSurBou[3].Q_flow,-0.0
214,CFD_roo.irRadGai.conSurBou[3].T,283.1499938964844
215,CFD_roo.irRadGai.conSurBou[4].Q_flow,-0.0
216,CFD_roo.irRadGai.conSurBou[4].T,283.1499938964844
217,CFD_roo.irRadGai.conSurBou[5].Q_flow,-0.0
218,CFD_roo.irRadGai.conSurBou[5].T,283.1499938964844
219,CFD_roo.irRadGai.conSurBou[6].Q_flow,-0.0
220,CFD_roo.irRadGai.conSurBou[6].T,303.1499938964844
221,CFD_roo.irRadGai.haveShade,0.0
222,CFD_roo.irRadGai.nConBou,0.0
223,CFD_roo.irRadGai.nConExt,0.0
224,CFD_roo.irRadGai.nConExtWin,0.0
225,CFD_roo.irRadGai.nConPar,0.0
226,CFD_roo.irRadGai.nSurBou,6.0
227,CFD_roo.lat,0.00022318989795167
228,CFD_roo.linearizeRadiation,1.0
229,CFD_roo.mSenFac,1.0
230,CFD_roo.m_flow_nominal,0.00033333332976326346
231,CFD_roo.massDynamics,1.0
232,CFD_roo.nConBou,0.0
233,CFD_roo.nConExt,0.0
234,CFD_roo.nConExtWin,0.0
235,CFD_roo.nConPar,0.0
236,CFD_roo.nPorts,2.0
237,CFD_roo.nSurBou,6.0
238,CFD_roo.p_start,101325.0
239,CFD_roo.ports[1].Xi_outflow[1],0.009999999776482582
240,CFD_roo.ports[1].h_outflow,52635.2421875
241,CFD_roo.ports[1].m_flow,0.10000000149011612
242,CFD_roo.ports[1].p,101325.0
243,CFD_roo.ports[2].Xi_outflow[1],0.009999999776482582
244,CFD_roo.ports[2].h_outflow,52635.2421875
245,CFD_roo.ports[2].m_flow,-0.10000000149011612
246,CFD_roo.ports[2].p,101325.0
247,CFD_roo.qGai_flow[1],0.0
248,CFD_roo.qGai_flow[2],0.0
249,CFD_roo.qGai_flow[3],0.0
250,CFD_roo.radTem.TRad,286.5982666015625
251,CFD_roo.radTem.conBou[1].Q_flow,0.0
252,CFD_roo.radTem.conBou[1].T,293.1499938964844
253,CFD_roo.radTem.conExtWinFra[1].Q_flow,0.0
254,CFD_roo.radTem.conExtWinFra[1].T,293.1499938964844
255,CFD_roo.radTem.conExtWin[1].Q_flow,0.0
256,CFD_roo.radTem.conExtWin[1].T,293.1499938964844
257,CFD_roo.radTem.conExt[1].Q_flow,0.0
258,CFD_roo.radTem.conExt[1].T,293.1499938964844
259,CFD_roo.radTem.conPar_a[1].Q_flow,0.0
260,CFD_roo.radTem.conPar_a[1].T,293.1499938964844
261,CFD_roo.radTem.conPar_b[1].Q_flow,0.0
262,CFD_roo.radTem.conPar_b[1].T,293.1499938964844
263,CFD_roo.radTem.conSurBou[1].Q_flow,0.0
264,CFD_roo.radTem.conSurBou[1].T,283.1499938964844
265,CFD_roo.radTem.conSurBou[2].Q_flow,0.0
266,CFD_roo.radTem.conSurBou[2].T,283.1499938964844
267,CFD_roo.radTem.conSurBou[3].Q_flow,0.0
268,CFD_roo.radTem.conSurBou[3].T,283.1499938964844
269,CFD_roo.radTem.conSurBou[4].Q_flow,0.0
270,CFD_roo.radTem.conSurBou[4].T,283.1499938964844
271,CFD_roo.radTem.conSurBou[5].Q_flow,0.0
272,CFD_roo.radTem.conSurBou[5].T,283.1499938964844
273,CFD_roo.radTem.conSurBou[6].Q_flow,0.0
274,CFD_roo.radTem.conSurBou[6].T,303.1499938964844
275,CFD_roo.radTem.nConBou,0.0
276,CFD_roo.radTem.nConExt,0.0
277,CFD_roo.radTem.nConExtWin,0.0
278,CFD_roo.radTem.nConPar,0.0
279,CFD_roo.radTem.nSurBou,6.0
280,CFD_roo.sampleModel,0.0
281,CFD_roo.steadyStateWindow,0.0
282,CFD_roo.substanceDynamics,1.0
283,CFD_roo.surf_surBou[1].Q_flow,-52.05939483642578
284,CFD_roo.surf_surBou[1].T,283.1499938964844
285,CFD_roo.surf_surBou[2].Q_flow,-52.05939483642578
286,CFD_roo.surf_surBou[2].T,283.1499938964844
287,CFD_roo.surf_surBou[3].Q_flow,-57.843772888183594
288,CFD_roo.surf_surBou[3].T,283.1499938964844
289,CFD_roo.surf_surBou[4].Q_flow,-57.843772888183594
290,CFD_roo.surf_surBou[4].T,283.1499938964844
291,CFD_roo.surf_surBou[5].Q_flow,-67.18773651123047
292,CFD_roo.surf_surBou[5].T,283.1499938964844
293,CFD_roo.surf_surBou[6].Q_flow,5.8772664070129395
294,CFD_roo.surf_surBou[6].T,303.1499938964844
295,CFD_roo.traceDynamics,1.0
296,CFD_roo.use_C_flow,0.0
297,Cooling_T.k,283.1499938964844
298,Cooling_T.y,283.1499938964844
299,Heating_T.k,303.1499938964844
300,Heating_T.y,303.1499938964844
301,Reference_T.k,293.1499938964844
302,Reference_T.y,293.1499938964844
303,SupplyAir.T,283.1499938964844
304,SupplyAir.T_in,303.1499938964844
305,SupplyAir.X[1],0.009999999776482582
306,SupplyAir.X[2],0.9900000095367432
307,SupplyAir.m_flow,0.10000000149011612
308,SupplyAir.nPorts,1.0
309,SupplyAir.ports[1].Xi_outflow[1],0.009999999776482582
310,SupplyAir.ports[1].h_outflow,55446.34375
311,SupplyAir.ports[1].m_flow,-0.10000000149011612
312,SupplyAir.ports[1].p,101325.0
313,SupplyAir.verifyInputs,0.0
314,TFloor.T,303.1499938964844
315,TFloor.port.Q_flow,-5.8772664070129395
316,TFloor.port.T,303.1499938964844
317,TWal[1].T,283.1499938964844
318,TWal[1].port.Q_flow,52.05939483642578
319,TWal[1].port.T,283.1499938964844
320,TWal[2].T,283.1499938964844
321,TWal[2].port.Q_flow,52.05939483642578
322,TWal[2].port.T,283.1499938964844
323,TWal[3].T,283.1499938964844
324,TWal[3].port.Q_flow,57.843772888183594
325,TWal[3].port.T,283.1499938964844
326,TWal[4].T,283.1499938964844
327,TWal[4].port.Q_flow,57.843772888183594
328,TWal[4].port.T,283.1499938964844
329,TWal[5].T,283.1499938964844
330,TWal[5].port.Q_flow,67.18773651123047
331,TWal[5].port.T,283.1499938964844
332,TWal[6].T,283.1499938964844
333,TWal[6].port.Q_flow,0.0
334,TWal[6].port.T,283.1499938964844
335,bouOut.T,283.1499938964844
336,bouOut.X[1],0.009999999776482582
337,bouOut.X[2],0.9900000095367432
338,bouOut.nPorts,1.0
339,bouOut.p,101325.0
340,bouOut.ports[1].Xi_outflow[1],0.009999999776482582
341,bouOut.ports[1].h_outflow,35155.546875
342,bouOut.ports[1].m_flow,0.10000000149011612
343,bouOut.ports[1].p,101325.0
344,bouOut.verifyInputs,0.0
345,greaterEqual.u1,283.1499938964844
346,greaterEqual.u2,293.1499938964844
347,greaterEqual.y,0.0
348,multiplex3_1.n1,1.0
349,multiplex3_1.n2,1.0
350,multiplex3_1.n3,1.0
351,multiplex3_1.u1[1],0.0
352,multiplex3_1.u2[1],0.0
353,multiplex3_1.u3[1],0.0
354,multiplex3_1.y[1],0.0
355,multiplex3_1.y[2],0.0
356,multiplex3_1.y[3],0.0
357,nConBou,0.0
358,nConExt,0.0
359,nConExtWin,0.0
360,nConPar,0.0
361,nSurBou,6.0
362,qConGai_flow.k,0.0
363,qConGai_flow.y,0.0
364,qLatGai_flow.k,0.0
365,qLatGai_flow.y,0.0
366,qRadGai_flow.k,0.0
367,qRadGai_flow.y,0.0
368,switch1.u1,283.1499938964844
369,switch1.u2,0.0
370,switch1.u3,303.1499938964844
371,switch1.y,303.1499938964844
